iso3,indicator,survey_id,survey_mid_calendar_quarter,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_019,439,1605,1184.629432439304,0.01985441819900914,0.00406485947159536,0.01327285341648897,0.02960165435934604
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_019,38,41,34.21782663243952,0.02683406554084241,0.02232545535108895,0.00513513632449223,0.1283905867113789
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_019,442,1646,1218.6162195320262,0.02006623920815664,0.00398668443463295,0.01357552530457463,0.02956726562600621
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y020_024,448,1610,1173.0044402343992,0.05353572900425923,0.00626822029494493,0.04249899438358272,0.0672373699137553
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y020_024,224,324,233.7894481632389,0.04268045982315755,0.01248561417777801,0.02390854386036457,0.07505787686887584
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y020_024,372,896,633.1151913292795,0.06081869788719962,0.00930155285832818,0.04494722650025569,0.081814496753729593
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y020_024,399,1038,773.7992320520261,0.0444248579755906,0.00662446375298249,0.03310633625741764,0.05937537240369938
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y020_024,438,1409,1041.0099780907367,0.04907433214690077,0.00609434338886498,0.03841773527732995,0.06249481932582386
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y020_024,297,525,365.9126619229443,0.05943781819860437,0.0124457819345415,0.03924550760741716,0.08905631036514719
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y020_024,462,1891,1376.03380526066,0.04831471349451474,0.00543207988304606,0.03871490013689962,0.06014597638967635
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y020_024,38,43,30.77706187845213,0.20827825481630605,0.06024754872762083,0.11390790793858548,0.3499544331505652
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y020_024,463,1934,1406.7906869206258,0.05172563941750512,0.00563106516319054,0.04173842149870823,0.06394314631470725
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y025_029,433,1326,959.26042873981,0.1297958168402537,0.01228062351502751,0.10756418367849324,0.1558200676169971
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y025_029,147,185,123.12532875352008,0.1828243171384058,0.03308209454340469,0.12660339876480542,0.25667427614461646
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y025_029,291,489,342.87412558938604,0.1921443864821465,0.0213343159660803,0.1537461829537864,0.2374418107133595
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y025_029,401,1022,739.1318564483392,0.11009280636675176,0.01243247489740633,0.08798352277933927,0.1369237959889629
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y025_029,433,1243,887.08688130707,0.12922660980827191,0.01214096135633982,0.10723679459740984,0.15494303187266784
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y025_029,199,268,195.24487113002127,0.16905129178043937,0.0281442957896352,0.12078129844098186,0.2315322215907276
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y025_029,453,1475,1056.8958616476514,0.1295087545839727,0.01175510374531524,0.108159883535931,0.15434226127794667
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y025_029,33,36,25.142352498717916,0.40504540983638543,0.09979484366907766,0.23216337631623543,0.6051962188996222
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y025_029,454,1511,1082.004103661218,0.13614422240650312,0.01179690351768926,0.1146308721519503,0.16096106572921923
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y030_034,424,1211,903.9992334122584,0.1605427704751107,0.01304862716923678,0.13658322187045033,0.18779118010586665
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y030_034,155,214,162.9623619233361,0.2540207564534395,0.03376722109690751,0.19363825871804077,0.3256287363660344
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y030_034,283,496,368.64419673730606,0.2364091669123039,0.02152135997940232,0.19684477133240272,0.2811420935174807
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y030_034,396,929,698.2629961155543,0.141860887899534,0.01294352943901797,0.11833307655553238,0.16916908315729975
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y030_034,424,1179,888.9919089017089,0.1693072284889546,0.01282218655988266,0.14563779297812926,0.19594124507751431
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y030_034,181,246,178.264469207175,0.1996320278587728,0.0262187954796606,0.1531359363081136,0.2559783313852063
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y030_034,440,1389,1039.1715841309094,0.1693479135865127,0.0118876235057289,0.14730612070644486,0.19393773668358397
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y030_034,33,36,28.64744413901861,0.4059627573803128,0.09514602701273656,0.23976572575544128,0.5969091987854082
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y030_034,442,1425,1066.90599693556,0.17457738077872437,0.01234569827150022,0.1516849688705206,0.20010974427750103
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y035_039,399,879,658.2734012259646,0.20631765262541052,0.01597943120960491,0.17674946746533565,0.2393938850275236
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y035_039,172,218,161.12746827740577,0.28333943681487606,0.03653127366281892,0.2174540830100521,0.3600035948276376
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y035_039,279,437,324.29274882315315,0.32218992538519703,0.02750647656022004,0.27079497627192367,0.37827912270812225
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y035_039,355,660,495.281191665599,0.15739509048784558,0.015690365109401,0.12902349704582833,0.19063990420689383
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y035_039,404,903,674.9750599219082,0.1926218715942001,0.01556892767357309,0.16392977770722827,0.22498447231738325
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y035_039,159,194,144.6125232692909,0.3609802031197041,0.04136172280520734,0.2844384862606397,0.44530126856545105
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y035_039,427,1072,800.5904361657318,0.2175705234065519,0.01490027270128947,0.18978108579099445,0.24818268571353092
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y035_039,23,25,18.88796910279035,0.35774373993586006,0.11417066929152309,0.1737775317262348,0.5959810804916063
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y035_039,429,1097,819.2953137284712,0.22111578466949097,0.0150301838699445,0.19306368998468615,0.25197109490904507
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y040_044,330,568,441.3764544989752,0.20358255941064687,0.01956358562100053,0.16790571218488298,0.24461157805944003
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y040_044,175,217,171.06446589453867,0.35896795197858206,0.03676596385488174,0.2904909525425059,0.4337194182243758
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y040_044,238,323,253.9809443906389,0.33415920873737887,0.02983789484733233,0.2784278064427891,0.39494031724938944
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y040_044,288,462,358.3308461393296,0.18457424112626952,0.02086199580673107,0.14712469934276867,0.22899681875025824
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y040_044,363,686,533.4796114645801,0.23940187838999716,0.01940368106586002,0.2034582582567054,0.27946754266177215
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y040_044,89,99,78.72468809585808,0.28655631802625586,0.05096280720580803,0.1976980789555643,0.39565733535266273
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y040_044,383,779,608.3352846653567,0.24530994084601632,0.01826250597109603,0.21129685058571593,0.2828347772290369
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y040_044,6,6,3.85675621369914,0.28271412250796735,0.2101773272822994,0.04915220528237635,0.7503267616704127
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y040_044,387,785,612.1840996897351,0.24555624292189887,0.01827313707482145,0.2115216420490584,0.283100888226309
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y045_049,248,387,311.57119647259583,0.1675654160393253,0.02158826913529515,0.1293946171358401,0.2142256753555284
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y045_049,141,164,123.7119005116522,0.29288832360498485,0.0387081870830468,0.2230955156499803,0.3740041065651337
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y045_049,183,234,176.9460846688857,0.2951779848576384,0.03301861972359014,0.23479582675533336,0.363707771410944
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y045_049,217,317,258.29006997305186,0.139420314731722,0.02237529843776562,0.1010489590409206,0.18929423748451937
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y045_049,289,486,385.79246152155906,0.19015218385792496,0.02017843801068141,0.15370369519751442,0.23286562511805792
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y045_049,63,65,49.551848775212775,0.2947401376856345,0.05989068305745324,0.19198339725292088,0.4236589545028825
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y045_049,307,546,431.4222966554739,0.2012140131448665,0.0197143152612704,0.16532521110426474,0.24262889200163015
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y045_049,4,5,3.9933983945221176,0.3909338957901965,0.15167309835819312,0.15552753811327663,0.6910670661255722
MWI,prevalence,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y045_049,308,551,435.2342720753877,0.2025847756398489,0.0197458113382395,0.16661822895052694,0.24404163390914155
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_049,355,991,697.0034848546458,0.7293146945800322,0.01612951429726721,0.6965688961518357,0.7597454921509019
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_049,216,336,242.0216460170019,0.7682592288289232,0.02806153124882766,0.7088046389914375,0.8186800364109016
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_049,298,705,505.32498261045487,0.7238594176298037,0.01930121041116638,0.6844787905151722,0.7600479586118079
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_049,315,622,433.81263479609686,0.7572568490097149,0.02104852351618856,0.7136686992400543,0.7961053180358021
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_049,372,1022,724.7636770304866,0.7576646950419261,0.0166370567686928,0.7235867795281226,0.7887677460764134
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_049,191,305,214.26639096937487,0.6764737601854656,0.03155841350983552,0.6118258262648036,0.7350180543423903
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_049,385,1265,890.6736998443929,0.741580582384184,0.01461975826890487,0.7119098880575931,0.7691862109939381
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_049,46,62,49.991998621607955,0.6949647072009342,0.05340882344278447,0.58167099974252,0.788720542879032
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_049,387,1327,938.88771529006,0.739558222096562,0.01418126988168347,0.7108198291308897,0.7663792864924948
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_024,114,145,96.79617697442124,0.4990364273124899,0.04792840743185248,0.40622156662617065,0.5919177421251883
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_024,23,26,18.75973033158591,0.5313163025347855,0.11014291640235026,0.3226814816425779,0.7295488277707475
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_024,75,99,67.96625583037391,0.4348591919934594,0.05360071237601203,0.33413758992699083,0.5412621795983834
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_024,64,72,46.82093063699785,0.6130233495780559,0.072364558039318,0.4655947428874569,0.7422921257844126
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_024,91,112,75.38798751650425,0.5913080822958798,0.0541369096938486,0.482583962610641,0.6917777153425031
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_024,51,59,39.35696939590632,0.33457102216898005,0.07475425991651251,0.2065765636357332,0.4926306515472326
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_024,120,159,105.0917515836517,0.4972544204795194,0.04758894433001334,0.40514222951276774,0.5895533572793334
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_024,11,12,9.949435608399524,0.6098386251913418,0.13643837539461848,0.33687305786055577,0.827858885487502
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_024,125,171,114.71253268518696,0.5052975233164891,0.04337304351652638,0.4209473348261354,0.5893472191787605
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y025_049,345,846,600.3612112083472,0.7648563860522682,0.01674232377054882,0.7304759627635267,0.7960755518445054
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y025_049,207,310,223.81889459393793,0.7917358222796158,0.02738490459520898,0.7330026006355072,0.8403628730312405
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y025_049,287,606,437.46775640299944,0.7707037879149948,0.01923031798007454,0.73086377274732,0.8062100478603713
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y025_049,301,550,387.10796872235295,0.7737866732814321,0.02119150952636607,0.7295878671535192,0.8126166398765668
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y025_049,361,910,649.3785834849932,0.7771039501921173,0.01695549194188074,0.7421191005862038,0.8085669461134377
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y025_049,171,246,174.90942340472478,0.7533881016933689,0.03233631341545137,0.6847409131866424,0.8112087615606978
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y025_049,380,1106,785.5858233331243,0.7744768103955323,0.01492361888173624,0.7438926953059043,0.8023788674446816
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y025_049,41,50,40.04421774346557,0.716420890534489,0.06810504597943697,0.5670308283672237,0.8297429013073009
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y025_049,382,1156,824.1752255389559,0.7721850053809182,0.01453746239124009,0.7424460267284213,0.7994178220707288
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y015_019,27,28,20.002037114821636,0.4516455617380779,0.113840717759914,0.2506882597699321,0.6697150681500222
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y015_019,9,10,8.320193056211581,0.4079561950209226,0.15711267131031442,0.1614650931130243,0.7114682346567316
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y015_019,28,31,23.53824046705776,0.3860362952071219,0.096903325651568,0.22005553275831904,0.5835427615246249
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y015_019,7,7,5.09793118085267,0.6196868484942804,0.2495563066997584,0.16978010665967275,0.928483540663914
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y015_019,18,19,14.686742656465016,0.5169675993261945,0.12726951534635839,0.28271608919926955,0.7439919820504853
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y015_019,18,19,14.07764781235389,0.3299763543725273,0.13196539515954453,0.13260087571568524,0.6133869203076472
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y015_019,33,36,26.86631753652548,0.42257546463389595,0.09257208445506028,0.25811456514637876,0.6062012097074876
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y015_019,2,2,1.4700895368455118,0.8001921687756413,0.31976932361155375,0.07361561278338094,0.9950697533341362
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y015_019,35,38,28.26309267947655,0.437900703114905,0.09115864540658287,0.2737749166432142,0.6168456743375554
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y020_024,97,117,79.78351615531466,0.5166361321348192,0.05440087268654468,0.4108630853968287,0.620939252063613
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y020_024,14,16,11.005953566667156,0.6631238659402053,0.13956324271883214,0.36650482883755187,0.8700876162373035
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y020_024,58,68,45.96277888631201,0.4687577607978914,0.0666327298222962,0.3430863191077478,0.5985210507892017
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y020_024,58,65,44.699596371714385,0.6115724437426493,0.07182897082471386,0.4653775780527664,0.7401147669505926
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y020_024,78,93,64.93993139364963,0.6197060688844822,0.05907491343948169,0.49925041174589535,0.7270288420380541
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y020_024,35,40,25.672522832030012,0.33765918439756604,0.08387150939495158,0.1964283227614105,0.5153158081090092
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y020_024,98,123,82.06808440546463,0.5338792865212614,0.05628906915961768,0.4236985787350561,0.6408507966809934
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y020_024,10,10,8.574461217787906,0.5677939085599674,0.18034945329601748,0.23730028355681723,0.8472573484684758
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y020_024,105,133,90.56183575751936,0.5367911856135337,0.05127628844579887,0.4361613411274753,0.6345109769525134
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y025_029,134,183,124.09270045872503,0.664459613626553,0.03810580111034661,0.5861922797629766,0.734625168769271
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y025_029,32,34,21.3553722246923,0.6168656171293871,0.11740910324063442,0.3781526996658713,0.8099872434864772
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y025_029,82,100,66.53203060919469,0.62356832564559594,0.05709560721104026,0.5069952681720813,0.7273979505919249
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y025_029,93,117,78.74765082649485,0.6837961490135365,0.05031846716193427,0.5781418270762826,0.7733623909482353
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y025_029,129,171,113.76756168988496,0.6717012953638117,0.04406576233029245,0.5803558957794444,0.7516711732060745
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y025_029,42,46,31.45595884251703,0.6026515536840372,0.08328988481124647,0.4340885792773645,0.7499302107910703
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y025_029,144,197,131.4348911203752,0.6533531518763234,0.03846298378645371,0.5746761299688207,0.7244546270805747
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y025_029,17,20,15.611616800470026,0.701576371468834,0.1074169125121975,0.4623824795009922,0.8653419772968285
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y025_029,154,217,145.2228006688699,0.656808190182855,0.03628715432572909,0.5826310452916785,0.7240461582090676
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y030_034,164,234,169.2250966963021,0.759891632108696,0.03142984873815251,0.6930597148292719,0.8160344428407607
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y030_034,53,59,43.257748447223186,0.7145742689396998,0.06993465655098086,0.5611073685993188,0.8305813053736233
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y030_034,106,138,101.88834376057837,0.7256252039490882,0.04368598701643515,0.6323877497285528,0.8025966469060087
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y030_034,125,155,110.41403619754036,0.7714772082100074,0.03992026528985115,0.6841413085625143,0.8403014611556434
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y030_034,169,229,165.74325509886907,0.7506730853703585,0.03509070532346206,0.6758438581424727,0.8130078093226458
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y030_034,56,64,47.07078606901726,0.7472438837980152,0.05836888858601986,0.6173358622740126,0.8441817533142062
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y030_034,190,278,199.9691061649112,0.7532958334676431,0.03092845554444713,0.6878491292686325,0.8088342759531236
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y030_034,14,15,12.416663991845407,0.689003696131227,0.15672936192480122,0.3456730992253864,0.9028275883241004
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y030_034,195,293,212.19315703951096,0.7499915938004533,0.02993002609850151,0.6869098039794427,0.8039903278784593
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y035_039,159,222,156.79797520169365,0.7922522884738454,0.03205716971065959,0.7224827255960469,0.8481675526068634
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y035_039,64,74,56.39608734652798,0.8438217509826711,0.04596261105788384,0.7317217487057781,0.914550800578056
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y035_039,131,164,124.5744653005862,0.828302395525323,0.03294388600882476,0.7539198823003894,0.8836705465314221
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y035_039,112,132,88.63354941759017,0.7748100123024114,0.04344439770110481,0.6786671882210079,0.8486039532268083
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y035_039,155,216,153.28073849218038,0.7944561569168671,0.03427253584417564,0.7192290102626305,0.8536295297001282
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y035_039,68,80,59.55879045811474,0.8324304959687667,0.04524101993587568,0.7245756215725662,0.9036652596995872
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y035_039,196,286,204.08830922062515,0.8091251337413548,0.02768057977698492,0.7489558360129713,0.8576149111091617
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y035_039,9,10,8.738166995152548,0.7070561594346308,0.1298132715612373,0.4140518767047958,0.8918229450902245
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y035_039,197,296,212.8263736931276,0.8049484724888615,0.02800998305291627,0.7441890626362688,0.8541056943269959
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y040_044,114,131,100.89790549094153,0.8287739970159569,0.03659886618795421,0.744877561871512,0.8891856767763294
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y040_044,75,85,65.07723930080137,0.8156673236315998,0.05132298524058271,0.6938617527628942,0.8962553634046535
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,0,all,all,female,Y040_044,100,120,89.98054978506885,0.8202502207203458,0.04197051771270815,0.7231450827803908,0.8885456642797196
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,1,all,all,female,Y040_044,86,96,76.1019987957416,0.8277703048206294,0.04192021644960805,0.7297983831875533,0.8953144092143891
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,0,all,female,Y040_044,139,184,142.930180060824,0.8218192591593226,0.03296952670400394,0.7478979215679424,0.877612369359157
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,1,all,female,Y040_044,32,32,23.251305445857223,0.8335002632701713,0.07886597294316498,0.6217097148533112,0.9384551647120756
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,0,female,Y040_044,158,213,164.18815730396588,0.8238338776274511,0.03023471537165001,0.7566186258044946,0.8755396535156469
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,1,female,Y040_044,3,3,2.1589918880059495,0.7927679263981252,0.25991499770973037,0.14689964063339112,0.9883704697566192
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,all,all,all,all,female,Y040_044,159,216,165.9697028595727,0.8235983569215904,0.03009524925128845,0.7567453086904453,0.8751105529776263
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,0,all,all,all,female,Y045_049,67,76,58.16954563390874,0.8423920367012442,0.04921775601536208,0.7210276383599535,0.9170333294843532
MWI,art_coverage,MWI2016PHIA,CY2016Q1,Malawi,all,1,all,all,all,female,Y045_049,53,58,41.60818933938163,0.88421919495128,0.04617236917323446,0.7593362363182653,0.9486789045841538
